	l	b	apogee	galah	gaia_eso
0	0.0	0.0	4.292498770863983	0.7311657907406813	1.4660716270998675
1	3.6363636363636362	0.0	7.678445628634216	2.2059188804367134	3.801440408399546
2	7.2727272727272725	0.0	7.066185109715294	2.0316370824346546	3.5537577921308365
3	10.909090909090908	0.0	7.574553969675836	2.5621089430052084	4.186639016835216
4	14.545454545454545	0.0	7.471103923663761	2.656678129114681	3.920485856961288
5	18.18181818181818	0.0	9.001116664785831	2.2704665514128646	3.527655476479883
6	21.818181818181817	0.0	7.626662508774917	2.225765507408999	3.6568987283563037
7	25.454545454545453	0.0	7.312887795763632	1.8366910240284038	3.358871124610188
8	29.09090909090909	0.0	8.421968901427878	2.5478462905736543	4.570134583355407
9	32.72727272727273	0.0	9.556754034099296	2.634926206998229	6.911056559132553
10	36.36363636363636	0.0	7.197589720391226	2.005214712721478	2.7970514582940615
11	40.0	0.0	8.228568726220285	1.7564994119133348	3.9060998531783437
12	43.63636363636363	0.0	7.359216795477001	1.4916324317097907	3.125854910313538
13	47.27272727272727	0.0	8.694681941329932	1.9326045041514115	4.187619850595883
14	50.90909090909091	0.0	7.630048979909327	2.041219578945566	3.69866292865777
15	54.54545454545455	0.0	10.384042213114109	2.454752717537656	5.142820327949923
16	58.18181818181818	0.0	8.43484550691739	2.332110723633465	4.5391372581929925
17	61.81818181818181	0.0	11.09368525291205	2.2820033880311534	5.538669422489555
18	65.45454545454545	0.0	13.747520347131733	3.202630983029445	7.819724870266219
19	69.0909090909091	0.0	12.098460709199404	2.377486109425704	5.461067961992483
20	72.72727272727272	0.0	13.889205961765823	2.574017754514165	6.324730624035024
21	76.36363636363636	0.0	9.098999454989627	1.620446409827276	3.3380588213649998
22	80.0	0.0	9.923540166085738	1.5880690182534174	2.49391873683048
23	83.63636363636364	0.0	11.05490930257319	2.2675603701955187	4.632959882459599
24	87.27272727272727	0.0	15.804026172565944	3.7399527357939104	9.780535078517504
25	90.9090909090909	0.0	14.089957102958971	2.636022136267553	5.067610942986854
26	94.54545454545455	0.0	12.901071805720237	3.1693500540107435	5.517780734322775
27	98.18181818181817	0.0	16.431751771298995	3.3658321665438633	12.273589916384037
28	101.81818181818181	0.0	17.67655182604622	4.021148193678588	18.764006261507358
29	105.45454545454545	0.0	19.0033870529611	4.520359319127287	28.532859604627575
30	109.0909090909091	0.0	16.213776983203434	3.6442585883832197	11.485750887944333
31	112.72727272727272	0.0	19.54254253788212	3.701400412474411	33.712444145283136
32	116.36363636363636	0.0	19.798469684351748	4.286604330802536	36.37899351440758
33	120.0	0.0	17.726050169758505	4.161020033215091	19.09216019033185
34	123.63636363636363	0.0	19.659148455040892	4.363565179828882	34.914296799506594
35	127.27272727272727	0.0	18.398785845753167	3.297853086651685	23.698193790415225
36	130.9090909090909	0.0	18.863280891959864	3.7658158269651696	27.437643857904774
37	134.54545454545453	0.0	16.256630074886203	1.8808252132968886	11.560225520657244
38	138.1818181818182	0.0	18.199868217886685	3.11266386897736	22.26867838640729
39	141.8181818181818	0.0	15.910562116407403	1.562478404050543	10.332245111510993
40	145.45454545454544	0.0	15.746581670333923	1.6154200183337415	9.63704720035355
41	149.0909090909091	0.0	17.873199407511482	2.4941353087854754	20.03095781689809
42	152.72727272727272	0.0	18.500465107118224	3.365758698650729	24.49830537356947
43	156.36363636363635	0.0	17.99158833130759	2.818400597688577	20.82211948924433
44	160.0	0.0	18.83850757893359	3.3877001772912	27.22377003983096
45	163.63636363636363	0.0	20.437285477266766	4.944180659603447	43.783625054191596
46	167.27272727272728	0.0	19.538306894786626	4.302113664073667	33.68017074145123
47	170.9090909090909	0.0	17.667715494843744	4.1452243179405075	18.731531096115123
48	174.54545454545453	0.0	19.104457395002427	3.615586737177545	29.54758422112458
49	178.1818181818182	0.0	18.259599996024505	3.015171669259312	22.69888383157793
50	181.8181818181818	0.0	17.752802119616213	2.6936459720820403	19.26291786662783
51	185.45454545454544	0.0	19.546663027971707	4.371693204461937	33.76763140204586
52	189.0909090909091	0.0	18.04636805134479	2.9806422979433846	21.197233792503898
53	192.72727272727272	0.0	15.714696035054383	2.3120067310751975	9.52186883964413
54	196.36363636363635	0.0	18.761993564455548	3.030854597011053	26.589503743125658
55	200.0	0.0	20.23550771548514	4.615967190641335	41.322051576921595
56	203.63636363636363	0.0	18.87740143547726	3.5892268688730335	27.55765212845633
57	207.27272727272725	0.0	19.300130002439133	4.096842019175177	31.355152335477715
58	210.9090909090909	0.0	20.36857746600234	5.131015968747882	42.92851571347225
59	214.54545454545453	0.0	20.849156540711974	5.6197922623584615	49.17526523257839
60	218.1818181818182	0.0	19.13689743135971	3.7356630665926525	29.840770382037192
61	221.8181818181818	0.0	20.04884740884322	4.772260062265643	39.13746928839634
62	225.45454545454544	0.0	17.727611216632443	3.1586760253796458	19.104223937185658
63	229.0909090909091	0.0	20.6431081265516	5.205375930771559	46.40282566050233
64	232.72727272727272	0.0	16.665154043510064	2.1401178386282598	13.333557144777581
65	236.36363636363635	0.0	19.993809274207628	4.810041778967186	38.52216771475994
66	240.0	0.0	20.194591969863183	5.448390360125578	40.78821752592425
67	243.63636363636363	0.0	20.627728888784365	5.520458853877227	46.20899583736265
68	247.27272727272725	0.0	20.25749771853715	5.16563269864809	41.58066400927771
69	250.9090909090909	0.0	19.338842724007876	3.4487427707355085	31.73074749778298
70	254.54545454545453	0.0	16.587116625592415	2.2590996815690225	12.965401901814726
71	258.1818181818182	0.0	18.933825404015167	3.1406570938982847	28.04536582564817
72	261.8181818181818	0.0	12.79571359745872	2.049733080873717	4.149174633659251
73	265.45454545454544	0.0	12.839507908032552	2.356434648992794	5.380851740846113
74	269.09090909090907	0.0	14.659615475177977	2.060651368529094	6.361482827115316
75	272.7272727272727	0.0	17.73873233776498	3.129415362222905	19.176429183169596
76	276.3636363636364	0.0	17.77513480324108	3.5001730369570483	19.407013481899455
77	280.0	0.0	17.131172743501434	3.2829025567207726	15.650250316131421
78	283.6363636363636	0.0	9.423292725228329	2.7823930830142953	3.9050608138979435
79	287.27272727272725	0.0	11.002376652235922	2.7476660574588205	5.254510697592976
80	290.9090909090909	0.0	10.826562854291607	3.8334645122106843	6.077698563823259
81	294.54545454545456	0.0	11.679172596785172	3.5627098517872753	6.64465262982484
82	298.1818181818182	0.0	11.185901407043952	3.3909690756543407	6.845739705278093
83	301.8181818181818	0.0	8.193005035775895	2.5662616180900026	4.5235037373817715
84	305.45454545454544	0.0	7.7276965522226	2.6515814088311993	4.794723000335722
85	309.09090909090907	0.0	7.040409197165169	2.883571627153363	4.109734696237563
86	312.7272727272727	0.0	8.159288286079251	2.63120908398466	4.737287516556908
87	316.3636363636364	0.0	7.454118913159627	2.8675548453654653	4.486252337505853
88	320.0	0.0	9.257529094064921	2.2059698273504154	4.611449048592297
89	323.6363636363636	0.0	9.315877410136153	2.0809614901834466	4.771923774633438
90	327.27272727272725	0.0	6.721091957382152	2.052352051378762	3.380923168290211
91	330.9090909090909	0.0	8.393014122050914	3.2235535348243296	4.707731017548609
92	334.54545454545456	0.0	7.329485527143592	3.049555027677871	4.532999282036088
93	338.1818181818182	0.0	9.155017615866127	3.3504789377475173	5.885282220981996
94	341.8181818181818	0.0	7.883875526208565	2.7319971703848647	4.5256342859107095
95	345.45454545454544	0.0	7.077201061369473	2.475298539899138	3.9033982494493227
96	349.09090909090907	0.0	8.939324202846368	2.5976371564939	4.586523461207988
97	352.7272727272727	0.0	6.096375114131961	1.4690371461885112	2.3313241182380158
98	356.3636363636364	0.0	7.268834444561686	2.2487418431332955	3.7816097675497895
99	360.0	0.0	4.292498770863983	0.7311657907406813	1.4660716270998675
